Time,Amplitude
0.09490625,0.93082067365371
0.101677083333333,0.946887356096226
0.108385416666667,1.06268269516339
0.115135416666667,0.937364523779725
0.121822916666667,0.941832393192841
0.128614583333333,1.03746800879609
0.13534375,0.924701280131167
0.14203125,1.04217638896944
0.148822916666667,0.947763405149168
0.15553125,0.964187574525621
0.16246875,0.983545644172232
0.169239583333333,0.883321658234937
0.176010416666667,1.0546103735984
0.182760416666667,1.03402656124342
0.189552083333333,1.0359707066001
0.19640625,1.04470766688232
0.20309375,0.979008379978108
0.209927083333333,0.994052349199515
0.21659375,0.950574004142078
0.223385416666667,1.00079599490491
0.23015625,0.942655747894534
0.237010416666667,1.0960985633321
0.243864583333333,0.933339104736303
0.25071875,1.03309131806438
0.257552083333333,1.0937618198671
0.264447916666667,1.11407676741999
0.271322916666667,0.981755784819511
0.278197916666667,0.980340576163755
0.28515625,1.00024094287729
0.291989583333333,1.02313970421329
0.298947916666667,1.04888667015234
0.305802083333333,1.0075231218323
0.312739583333333,1.0599014378166
0.31971875,1.02021038008968
0.32659375,1.0065457022467
0.33353125,0.964296737307074
0.340427083333333,1.01279263164009
0.347260416666667,0.990665833816966
0.35421875,0.969034255947671
0.36103125,0.996351389614764
0.368052083333333,0.999185572225108
0.374927083333333,1.06566087854413
0.38190625,1.01214845647065
0.388864583333333,1.07390300781809
0.39590625,1.04289804899062
0.403010416666667,1.0246021873418
0.410010416666667,0.987807151181604
0.41703125,0.971804942625367
0.424114583333333,1.02847370628902
0.43115625,1.08364828388486
0.438239583333333,1.07831917124322
0.445302083333333,1.0324784000742
0.45246875,1.03956939408142
0.459552083333333,0.955600208837837
0.46665625,0.922119630677149
0.473760416666667,0.982899431894585
0.480947916666667,1.00044942619044
0.48803125,0.986394101464797
0.49515625,0.990795866468604
0.50234375,1.04994301366207
0.509447916666667,1.00056603674489
0.516635416666667,1.00065143145997
0.523802083333333,0.934133927087301
0.530927083333333,1.00091730831406
0.538177083333333,1.03312088478571
0.54528125,1.03738637072993
0.552364583333333,1.06724751476337
0.55946875,0.957516833127525
0.566572916666667,0.893765788280761
0.57359375,0.953026311295788
0.58059375,0.967072711156937
0.587614583333333,0.979897742860217
0.59465625,0.883722320854038
0.60159375,1.04547101879237
0.608552083333333,1.02336580713868
0.615552083333333,1.00957488655124
0.622572916666667,1.09738153021735
0.629572916666667,1.04942643231657
0.63665625,1.04927253766193
0.64371875,1.00344057651859
0.650864583333333,1.01363313324307
0.658052083333333,1.06230521090056
0.665072916666667,0.933047922788525
0.672177083333333,1.04284832583272
0.67915625,0.951622438988407
0.686239583333333,0.921262516713893
0.693322916666667,1.07727146131203
0.700364583333333,1.05213539253781
0.70740625,0.997317586968211
0.714427083333333,1.01543541260215
0.721510416666667,1.00780092377881
0.72846875,1.02150161830929
0.73559375,1.03164290021097
0.742635416666667,1.12446996821228
0.74971875,0.995534617906521
0.756885416666667,1.02183623669813
0.76396875,1.02775069620916
0.77115625,1.03809619259903
0.778322916666667,0.947466270676222
0.78546875,1.09453206063029
0.79259375,1.10891809201042
0.79984375,1.06074153937454
0.807010416666667,0.976701931862798
0.81421875,1.01646705708152
0.821489583333333,1.00337987916233
0.828572916666667,0.992620832147817
0.83578125,1.12840044372486
0.84290625,0.988978645144573
0.850052083333333,1.03992472504603
0.857177083333333,0.991592765543515
0.864302083333333,1.01765109421819
0.871427083333333,1.01214256830525
